Temp,Frequency,Power,Error,inv,header,HeaderType,StdCellType
60,21009060.5714286,3.35152286537778e-05,2.40865189621654,10,5,B,hd
80,29498208,3.35152286537778e-05,1.07930743586188,10,5,B,hd
100,39357526.8571429,3.35152286537778e-05,-1.35889668600628,10,5,B,hd
-20,4818752,4.71716004847623e-05,-1.08489882370139,4,7,B,hd
0,9679186.28571429,4.71716004847623e-05,1.00866350957147,4,7,B,hd
20,17228370.2857143,4.71716004847623e-05,2.40409730505433,4,7,B,hd
40,27849563.4285714,4.71716004847623e-05,2.94237929775861,4,7,B,hd
60,41780096,4.71716004847623e-05,2.62457918674851,4,7,B,hd
80,58724160,4.71716004847623e-05,1.14364821438228,4,7,B,hd
100,78455076.5714286,4.71716004847623e-05,-1.41784641172258,4,7,B,hd
-20,4059150.22222222,4.8777522482378e-05,-1.16484821857363,6,7,B,hd
0,8113607.11111111,4.8777522482378e-05,0.85701693961228,6,7,B,hd
20,14490510.2222222,4.8777522482378e-05,2.39203124169538,6,7,B,hd
40,23426595.5555556,4.8777522482378e-05,2.99833294679747,6,7,B,hd
60,35084373.3333333,4.8777522482378e-05,2.66234456752166,6,7,B,hd
80,49261724.4444444,4.8777522482378e-05,1.17465268889912,6,7,B,hd
100,65702250.6666667,4.8777522482378e-05,-1.45060653965393,6,7,B,hd
-20,3741020.44444444,4.28917521370231e-05,-1.10106038300628,8,7,B,hd
0,7332992,4.28917521370231e-05,0.895432361190838,8,7,B,hd
20,12800312.8888889,4.28917521370231e-05,2.18377534143596,8,7,B,hd
40,20420615.1111111,4.28917521370231e-05,2.79175069150121,8,7,B,hd
60,30268238.2222222,4.28917521370231e-05,2.49713792239537,8,7,B,hd
80,42180864,4.28917521370231e-05,1.11587061449229,8,7,B,hd
100,55899605.3333333,4.28917521370231e-05,-1.40387598064531,8,7,B,hd
-20,3355904,4.00432739529256e-05,-1.11826048154983,10,7,B,hd
0,6555685.33333333,4.00432739529256e-05,0.868463205984023,10,7,B,hd
20,11453365.3333333,4.00432739529256e-05,2.28286300528759,10,7,B,hd
40,18217424,4.00432739529256e-05,2.82528686872908,10,7,B,hd
60,26945840,4.00432739529256e-05,2.49656843912493,10,7,B,hd
80,37500554.6666667,4.00432739529256e-05,1.10943819980712,10,7,B,hd
100,49661386.6666667,4.00432739529256e-05,-1.38224080455503,10,7,B,hd
-20,4460928,5.99418275908096e-05,-4.0956127231064,4,9,B,hd
0,9994816,5.99418275908096e-05,0.978391111876473,4,9,B,hd
20,17538944,5.99418275908096e-05,1.66934141567819,4,9,B,hd
40,28636416,5.99418275908096e-05,2.43536782290766,4,9,B,hd
60,43104640,5.99418275908096e-05,2.13513465994006,4,9,B,hd
80,61112576,5.99418275908096e-05,1.00641146598137,4,9,B,hd
100,79780928,5.99418275908096e-05,-3.08860850625111,4,9,B,hd
-20,5591776,7.88859582759134e-05,-1.12697261576099,6,9,B,hd
0,10907328,7.88859582759134e-05,1.11842326611966,6,9,B,hd
20,18785376,7.88859582759134e-05,2.32926186129153,6,9,B,hd
40,29717504,7.88859582759134e-05,2.95310309417079,6,9,B,hd
60,43676448,7.88859582759134e-05,2.59718123423162,6,9,B,hd
80,60417408,7.88859582759134e-05,1.1450846456023,6,9,B,hd
100,79049376,7.88859582759134e-05,-1.84966153532626,6,9,B,hd
-20,4666904.61538462,6.99682020326315e-05,-1.19703702459646,8,9,B,hd
0,9097939.69230769,6.99682020326315e-05,0.959991121759567,8,9,B,hd
20,15823886.7692308,6.99682020326315e-05,2.43636605253913,8,9,B,hd
40,25056014.7692308,6.99682020326315e-05,3.01797575007197,8,9,B,hd
60,36882205.5384615,6.99682020326315e-05,2.65485881848822,8,9,B,hd
80,51075707.0769231,6.99682020326315e-05,1.17614689867382,8,9,B,hd
100,67336876.3076923,6.99682020326315e-05,-1.43471895770598,8,9,B,hd
-20,3931410.28571429,6.13740078513112e-05,-1.15729182845039,10,9,B,hd
0,7701933.71428571,6.13740078513112e-05,0.942241584261927,10,9,B,hd
20,13447798.8571429,6.13740078513112e-05,2.36976897013098,10,9,B,hd
40,21401238.8571429,6.13740078513112e-05,2.98886436793887,10,9,B,hd
60,31614912,6.13740078513112e-05,2.64744761910712,10,9,B,hd
80,43898788.5714286,6.13740078513112e-05,1.17928053085987,10,9,B,hd
100,57953531.4285714,6.13740078513112e-05,-1.47671444875613,10,9,B,hd
